customer_id,tenure_months,monthly_charges,total_charges,support_tickets_90d,usage_drop_pct,late_payments_12m,satisfaction_score,contract_type,payment_method,internet_service,tech_support,senior_citizen,dependents,autopay,churn
CUST-00938,11,59.27,455.71,3,-9.0,1,4.8,Month-to-month,Electronic check,Fiber optic,No,0,0,0,0
CUST-00939,34,75.94,2528.75,1,32.5,1,9.3,One year,Electronic check,Fiber optic,No,0,0,0,0
CUST-00940,37,89.93,3410.34,1,-15.2,0,3.2,Month-to-month,Bank transfer,Fiber optic,No,0,1,0,0
CUST-00941,50,77.34,3913.13,0,24.2,0,6.9,One year,Credit card,None,Yes,0,0,0,0
CUST-00942,30,63.98,2310.84,1,-1.1,0,7.4,One year,Mailed check,Fiber optic,No,0,0,0,0
CUST-00943,66,34.62,2397.04,2,14.4,0,6.2,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-00944,35,63.7,2561.44,4,25.2,1,7.0,Month-to-month,Credit card,None,No,1,1,1,0
CUST-00945,10,47.94,389.4,1,15.6,1,7.9,Month-to-month,Electronic check,DSL,No,1,1,0,0
CUST-00946,9,29.66,81.81,0,3.3,1,6.0,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-00947,71,55.72,3899.69,3,30.3,0,8.7,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-00948,10,48.68,197.02,1,12.6,0,8.1,One year,Electronic check,DSL,Yes,0,0,0,0
CUST-00949,69,94.35,6631.03,0,66.9,0,6.8,One year,Bank transfer,Fiber optic,No,1,1,0,0
CUST-00950,21,94.83,1894.96,4,-19.3,0,5.6,Month-to-month,Mailed check,Fiber optic,No,1,0,0,1
CUST-00951,7,52.69,200.88,0,-19.5,1,6.9,Two year,Electronic check,DSL,Yes,0,1,1,0
CUST-00952,22,70.71,1680.28,2,23.9,0,10.0,Two year,Electronic check,Fiber optic,No,1,0,0,0
CUST-00953,45,25.97,882.72,0,7.5,0,5.7,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-00954,31,64.16,2181.59,1,20.7,1,9.9,One year,Mailed check,Fiber optic,No,0,0,0,0
CUST-00955,57,89.17,4963.11,1,-9.6,0,3.9,Month-to-month,Bank transfer,None,Yes,1,0,1,0
CUST-00956,44,101.1,4738.17,3,8.9,0,5.6,One year,Mailed check,None,Yes,0,1,0,0
CUST-00957,29,58.03,1584.69,0,15.3,2,6.1,One year,Electronic check,Fiber optic,No,0,0,1,0
CUST-00958,46,107.45,5100.68,5,-0.7,1,8.8,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,1
CUST-00959,70,35.56,2534.09,1,11.7,0,7.2,Month-to-month,Bank transfer,Fiber optic,No,0,0,1,0
CUST-00960,30,43.07,1478.08,3,-13.8,2,9.5,One year,Electronic check,DSL,Yes,1,0,0,0
CUST-00961,12,97.87,1201.93,3,14.3,1,6.5,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,0,1
CUST-00962,30,124.79,3327.85,2,31.1,2,7.0,One year,Bank transfer,DSL,No,0,1,1,0
CUST-00963,61,91.82,5853.22,2,-11.8,0,6.5,Two year,Electronic check,None,Yes,0,1,1,0
CUST-00964,16,76.87,1208.0,2,-12.8,0,10.0,Month-to-month,Bank transfer,Fiber optic,Yes,1,0,0,0
CUST-00965,69,20.0,1577.38,2,27.0,0,5.1,Month-to-month,Credit card,Fiber optic,No,0,0,0,0
CUST-00966,43,21.37,1091.47,1,-13.1,0,6.2,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-00967,44,81.62,3397.96,3,21.4,0,5.3,One year,Bank transfer,Fiber optic,Yes,0,0,0,0
CUST-00968,23,67.97,1334.61,0,8.9,1,8.1,Month-to-month,Credit card,None,No,0,1,0,0
CUST-00969,67,47.04,3315.52,1,1.3,1,5.0,Month-to-month,Credit card,Fiber optic,Yes,0,0,1,0
CUST-00970,3,79.83,163.68,1,31.5,0,10.0,One year,Credit card,DSL,Yes,0,0,0,0
CUST-00971,22,81.22,2020.95,0,22.9,0,7.2,Month-to-month,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-00972,31,104.44,3193.09,1,12.5,0,7.8,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-00973,35,81.82,3119.55,3,-26.4,1,7.9,Month-to-month,Electronic check,Fiber optic,Yes,0,1,1,0
CUST-00974,35,112.4,4039.83,2,19.4,0,7.1,Two year,Electronic check,DSL,No,1,0,0,0
CUST-00975,11,78.22,932.41,0,-9.1,0,7.3,Two year,Bank transfer,DSL,Yes,0,0,0,0
CUST-00976,17,74.77,1177.59,1,4.5,2,7.3,One year,Mailed check,Fiber optic,No,0,1,0,0
CUST-00977,7,107.8,812.71,1,8.1,0,8.0,Two year,Electronic check,DSL,Yes,0,1,1,0
CUST-00978,42,50.6,2423.41,0,38.4,1,5.6,Month-to-month,Bank transfer,Fiber optic,Yes,0,0,1,0
CUST-00979,26,156.8,4063.25,0,3.9,1,5.3,One year,Electronic check,Fiber optic,No,0,0,0,1
CUST-00980,41,88.51,3761.7,1,-14.8,0,8.6,One year,Electronic check,Fiber optic,No,1,0,0,0
CUST-00981,43,88.66,3823.97,3,31.5,0,7.1,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-00982,51,92.7,4758.85,0,19.6,0,3.5,One year,Electronic check,DSL,No,1,0,0,0
CUST-00983,40,130.56,5653.25,2,20.2,1,6.2,Month-to-month,Credit card,Fiber optic,No,0,0,0,1
CUST-00984,47,100.19,5009.36,2,31.8,1,9.9,Month-to-month,Electronic check,DSL,Yes,0,0,1,0
CUST-00985,43,33.06,1441.43,1,35.6,0,6.8,One year,Credit card,None,No,0,0,0,0
CUST-00986,47,117.3,5566.71,4,-6.3,1,6.1,Month-to-month,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-00987,45,68.45,2904.78,3,-14.3,1,4.4,Month-to-month,Electronic check,DSL,No,1,0,0,0
CUST-00988,23,81.0,1819.76,1,21.5,1,6.1,Two year,Bank transfer,None,No,0,0,0,0
CUST-00989,18,42.18,836.59,3,3.8,2,5.0,Two year,Bank transfer,Fiber optic,No,1,1,1,0
CUST-00990,57,92.73,5498.26,1,5.3,1,7.9,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-00991,25,59.76,1681.31,1,-9.9,1,7.2,Month-to-month,Electronic check,DSL,Yes,0,1,0,0
CUST-00992,40,80.8,2954.69,1,17.3,2,6.4,Month-to-month,Electronic check,DSL,No,0,0,1,0
CUST-00993,15,70.05,1295.0,2,14.4,2,5.7,Month-to-month,Credit card,None,Yes,0,0,1,0
CUST-00994,32,131.9,4198.61,3,5.5,1,9.8,Month-to-month,Credit card,DSL,Yes,0,1,1,0
CUST-00995,39,133.5,4959.75,1,-14.2,2,5.8,Month-to-month,Electronic check,Fiber optic,No,1,1,0,1
CUST-00996,46,79.3,3981.9,2,27.3,0,5.8,Two year,Electronic check,DSL,No,1,0,0,0
CUST-00997,38,79.79,3397.84,2,12.1,0,6.7,Month-to-month,Electronic check,Fiber optic,No,0,1,1,0
CUST-00998,26,67.54,1821.98,1,25.9,2,6.9,Month-to-month,Credit card,None,Yes,0,1,0,0
CUST-00999,70,108.97,7805.1,3,-25.6,1,8.0,One year,Electronic check,DSL,Yes,0,0,0,0
CUST-01000,37,68.79,2737.09,1,8.9,1,8.8,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-01001,59,66.2,4254.74,2,-3.5,0,8.6,Two year,Credit card,Fiber optic,Yes,0,0,1,0
CUST-01002,54,105.4,5873.62,3,8.6,0,10.0,Month-to-month,Credit card,None,No,0,0,1,0
CUST-01003,41,62.93,2248.21,2,23.1,0,4.1,Month-to-month,Bank transfer,None,Yes,0,1,1,0
CUST-01004,64,76.94,5426.61,3,13.9,0,7.5,Month-to-month,Credit card,None,Yes,1,1,0,0
CUST-01005,10,33.72,603.61,0,8.3,1,6.2,Month-to-month,Electronic check,None,No,0,0,1,0
CUST-01006,67,97.72,6419.86,1,8.2,0,10.0,Month-to-month,Electronic check,DSL,Yes,0,1,1,0
CUST-01007,62,132.34,7947.67,6,-17.0,0,7.4,Two year,Credit card,DSL,Yes,0,0,1,0
CUST-01008,37,98.19,3759.23,1,-6.5,0,3.4,Two year,Credit card,Fiber optic,Yes,0,0,1,0
CUST-01009,53,118.93,6233.72,2,25.9,0,7.9,Two year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-01010,38,54.31,2146.28,2,-0.1,1,7.6,One year,Electronic check,DSL,No,0,0,1,0
CUST-01011,20,84.62,1878.25,1,26.2,1,8.5,Month-to-month,Electronic check,Fiber optic,No,1,1,0,1
CUST-01012,58,51.59,2850.61,2,21.2,0,5.8,Two year,Mailed check,DSL,No,0,0,0,0
CUST-01013,18,71.62,1010.13,1,22.1,1,7.7,One year,Electronic check,DSL,No,0,0,0,0
CUST-01014,23,99.62,2387.71,0,13.3,0,6.6,Month-to-month,Mailed check,DSL,Yes,0,0,1,1
CUST-01015,38,80.85,2938.95,2,1.0,1,5.9,One year,Mailed check,Fiber optic,Yes,1,1,0,0
CUST-01016,61,38.45,2381.97,1,5.6,1,7.7,One year,Bank transfer,None,No,0,0,0,0
CUST-01017,28,41.18,817.21,2,18.2,1,7.4,One year,Mailed check,Fiber optic,Yes,1,0,1,0
CUST-01018,36,39.33,1352.83,3,-26.0,2,9.0,Two year,Electronic check,DSL,No,0,1,0,0
CUST-01019,3,91.76,454.02,0,27.9,0,7.1,Two year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-01020,9,135.79,1373.59,2,-0.0,1,8.2,One year,Bank transfer,DSL,No,1,0,1,1
CUST-01021,5,116.15,383.66,1,6.6,2,4.9,Two year,Credit card,DSL,No,0,0,1,1
CUST-01022,6,24.91,20.0,1,6.8,0,9.6,One year,Mailed check,None,No,0,0,0,0
CUST-01023,63,117.79,7424.71,2,7.4,1,5.7,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,1
CUST-01024,61,104.22,6497.68,1,-13.0,2,8.7,One year,Electronic check,DSL,No,0,0,1,0
CUST-01025,60,34.73,2185.09,1,10.4,1,7.6,One year,Electronic check,Fiber optic,No,1,0,0,0
CUST-01026,5,69.51,219.51,2,17.5,0,7.3,Month-to-month,Bank transfer,Fiber optic,No,0,0,1,0
CUST-01027,6,108.67,726.48,3,-24.7,1,8.5,One year,Credit card,Fiber optic,No,0,0,1,0
CUST-01028,21,93.41,2337.2,1,-12.8,0,3.2,Month-to-month,Credit card,DSL,Yes,0,0,0,0
CUST-01029,41,41.35,1746.64,2,22.3,2,6.1,Month-to-month,Mailed check,None,No,1,0,0,0
CUST-01030,25,95.1,1969.21,1,19.4,0,8.4,One year,Electronic check,DSL,No,1,1,0,0
CUST-01031,36,20.0,770.8,2,12.8,0,10.0,Two year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-01032,13,71.76,1443.87,2,-2.9,2,7.1,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-01033,53,109.86,5500.73,1,19.4,0,2.7,One year,Credit card,Fiber optic,No,0,0,1,0
CUST-01034,23,78.52,1813.39,4,-11.2,1,6.5,Month-to-month,Credit card,Fiber optic,Yes,1,0,1,0
CUST-01035,5,64.03,263.57,2,5.8,1,7.0,One year,Bank transfer,DSL,No,0,0,1,0
CUST-01036,54,102.9,5580.57,1,-12.9,2,9.1,Two year,Bank transfer,Fiber optic,No,1,0,0,0
CUST-01037,66,105.29,6997.7,0,5.4,0,7.2,Two year,Electronic check,DSL,No,0,0,1,0
CUST-01038,2,114.68,514.35,1,-8.5,0,4.8,Month-to-month,Mailed check,Fiber optic,Yes,0,0,0,0
CUST-01039,32,102.48,3300.56,3,20.1,0,8.8,Two year,Credit card,Fiber optic,Yes,0,1,0,0
CUST-01040,60,108.28,6816.11,3,14.9,0,8.1,Two year,Credit card,Fiber optic,Yes,0,1,0,0
CUST-01041,51,98.52,4995.11,0,-1.1,1,5.8,Month-to-month,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-01042,62,85.43,5209.13,1,25.4,0,8.4,Month-to-month,Electronic check,DSL,Yes,1,1,1,0
CUST-01043,30,80.51,2248.0,6,-7.3,0,6.1,One year,Bank transfer,DSL,No,0,0,1,0
CUST-01044,27,71.36,1472.45,1,7.4,1,6.6,Month-to-month,Bank transfer,None,No,0,0,1,0
CUST-01045,52,44.05,2359.55,2,-1.8,1,6.1,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-01046,12,51.25,1128.5,2,19.9,1,6.5,Month-to-month,Electronic check,Fiber optic,No,0,0,0,1
CUST-01047,18,70.1,1376.36,2,18.3,1,8.7,Month-to-month,Bank transfer,DSL,Yes,0,1,0,0
CUST-01048,44,84.76,3901.13,0,28.8,0,3.9,Month-to-month,Bank transfer,DSL,No,0,1,1,1
CUST-01049,49,118.34,5695.4,1,9.3,0,9.1,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-01050,9,76.83,630.39,3,-35.0,0,7.4,Month-to-month,Credit card,None,Yes,1,0,1,0
CUST-01051,37,106.1,4171.86,0,1.1,0,6.4,Two year,Credit card,Fiber optic,Yes,0,0,0,0
CUST-01052,27,108.22,3424.11,1,33.0,0,7.1,One year,Electronic check,DSL,No,0,1,0,0
CUST-01053,37,71.52,3018.23,2,2.8,1,5.5,Month-to-month,Mailed check,DSL,No,0,0,0,0
CUST-01054,70,94.65,6826.81,2,-22.7,1,4.2,One year,Mailed check,Fiber optic,Yes,0,1,1,0
CUST-01055,6,71.18,435.87,0,15.2,1,5.5,Month-to-month,Bank transfer,Fiber optic,No,1,1,1,0
CUST-01056,72,115.02,8333.87,5,16.4,0,3.7,Month-to-month,Credit card,Fiber optic,No,0,1,0,0
CUST-01057,33,95.8,2973.02,1,-3.6,1,4.7,Month-to-month,Bank transfer,Fiber optic,No,0,0,0,0
CUST-01058,56,44.67,2139.48,4,4.1,1,4.2,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-01059,31,82.52,2276.42,0,-5.6,1,9.3,Month-to-month,Electronic check,DSL,No,0,0,1,0
CUST-01060,23,124.15,2867.9,3,16.4,1,4.8,One year,Bank transfer,Fiber optic,Yes,0,1,0,0
CUST-01061,56,72.93,4011.08,3,8.9,1,7.0,Two year,Electronic check,DSL,Yes,0,0,1,0
CUST-01062,50,90.54,4159.64,2,-10.7,0,9.1,Month-to-month,Mailed check,DSL,No,0,0,0,0
CUST-01063,11,93.28,1016.75,4,7.8,1,8.6,Month-to-month,Mailed check,Fiber optic,Yes,0,0,0,0
CUST-01064,51,48.97,2417.86,3,-3.7,2,6.6,One year,Bank transfer,DSL,Yes,0,0,1,0
CUST-01065,55,92.3,4783.29,4,31.4,0,6.6,Two year,Bank transfer,Fiber optic,No,0,1,1,0
CUST-01066,28,38.97,998.62,1,22.3,1,7.4,Month-to-month,Mailed check,Fiber optic,No,0,1,0,0
CUST-01067,67,60.48,3971.92,3,6.0,0,10.0,Two year,Credit card,DSL,Yes,0,0,1,0
CUST-01068,47,108.12,4927.48,1,9.3,2,7.8,Two year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-01069,25,87.99,2431.42,2,24.2,2,8.3,Month-to-month,Mailed check,Fiber optic,Yes,0,0,0,0
CUST-01070,1,69.47,20.0,2,5.2,0,10.0,Month-to-month,Bank transfer,DSL,No,0,1,1,0
CUST-01071,49,90.5,3938.05,1,20.1,2,7.6,One year,Electronic check,DSL,No,0,0,1,0
CUST-01072,16,76.32,1221.94,2,31.6,0,9.2,Month-to-month,Electronic check,DSL,No,1,1,0,0
CUST-01073,55,78.35,4333.28,0,0.1,0,8.0,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-01074,38,96.39,3763.87,3,34.3,1,7.9,Two year,Electronic check,DSL,No,0,0,0,1
CUST-01075,34,57.63,1824.68,1,29.7,1,5.4,One year,Credit card,DSL,Yes,0,0,0,0
CUST-01076,12,79.13,720.08,0,12.0,1,5.1,One year,Credit card,None,No,1,0,1,0
CUST-01077,52,69.26,3599.69,2,0.9,2,6.2,One year,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-01078,12,33.6,292.81,3,11.8,0,8.7,Month-to-month,Electronic check,DSL,No,0,1,0,1
CUST-01079,31,52.23,2006.9,1,4.1,0,8.6,One year,Bank transfer,Fiber optic,No,0,1,1,0
CUST-01080,61,121.91,7355.45,4,-4.7,0,9.5,Two year,Electronic check,Fiber optic,No,0,0,0,0
CUST-01081,67,88.77,5934.29,1,16.5,0,7.1,One year,Bank transfer,DSL,No,0,0,0,0
CUST-01082,72,40.94,3566.53,2,-8.4,0,8.1,Month-to-month,Mailed check,Fiber optic,No,0,0,0,0
CUST-01083,69,34.87,2357.34,3,2.6,1,8.1,One year,Credit card,Fiber optic,No,1,0,0,0
CUST-01084,41,74.86,3208.3,2,2.8,0,6.9,One year,Bank transfer,DSL,Yes,0,1,1,0
CUST-01085,15,121.71,1987.23,1,-13.8,2,6.5,Month-to-month,Mailed check,Fiber optic,No,0,1,0,1
CUST-01086,61,72.77,4621.82,2,18.5,2,4.4,Month-to-month,Mailed check,None,Yes,1,0,0,0
CUST-01087,58,114.6,6719.17,4,4.3,1,6.8,Month-to-month,Mailed check,None,No,0,0,1,0
CUST-01088,72,87.85,6373.66,2,28.8,1,6.9,Month-to-month,Electronic check,Fiber optic,Yes,1,0,0,0
CUST-01089,47,91.2,4311.48,1,4.1,1,9.1,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-01090,11,40.6,302.6,3,1.5,1,9.3,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-01091,37,104.25,3938.63,4,-6.5,2,7.4,Month-to-month,Electronic check,DSL,No,0,0,1,0
CUST-01092,33,68.62,2771.62,0,8.6,1,10.0,Month-to-month,Bank transfer,Fiber optic,No,0,0,1,0
CUST-01093,61,102.17,6535.04,1,8.7,0,7.4,One year,Credit card,DSL,No,1,0,1,0
CUST-01094,29,55.2,1676.78,3,19.9,0,9.0,One year,Mailed check,DSL,No,1,0,0,0
CUST-01095,24,82.96,2205.0,2,9.1,1,6.9,One year,Electronic check,None,Yes,0,0,1,0
CUST-01096,6,87.86,309.87,0,41.5,2,5.0,One year,Credit card,DSL,No,0,0,0,1
CUST-01097,61,73.69,4429.96,3,15.3,0,6.3,Month-to-month,Bank transfer,DSL,No,0,0,1,0
CUST-01098,55,89.33,5150.11,2,-7.8,0,9.8,One year,Credit card,DSL,No,0,0,1,0
CUST-01099,3,70.54,583.41,3,-9.1,0,6.6,One year,Electronic check,Fiber optic,No,0,1,1,0
CUST-01100,32,59.83,1721.84,3,16.6,1,6.3,One year,Electronic check,DSL,No,0,0,0,0
CUST-01101,35,122.95,4182.35,0,-8.3,2,7.1,One year,Credit card,Fiber optic,No,1,1,1,0
CUST-01102,34,107.37,4195.92,1,17.5,1,6.4,Month-to-month,Credit card,Fiber optic,No,0,0,0,1
CUST-01103,67,56.7,3822.97,5,22.3,1,9.2,One year,Credit card,DSL,No,0,0,0,0
CUST-01104,11,93.92,1488.96,0,22.7,3,10.0,One year,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-01105,23,57.2,1367.31,2,-5.9,1,7.1,Month-to-month,Electronic check,DSL,Yes,0,0,1,0
CUST-01106,14,44.83,689.17,3,22.7,0,8.1,Month-to-month,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-01107,18,106.95,1848.73,2,13.2,1,8.8,Month-to-month,Credit card,DSL,No,1,0,0,1
CUST-01108,66,30.29,2234.78,3,-1.7,1,7.3,Month-to-month,Credit card,DSL,No,0,0,1,0
CUST-01109,68,103.95,7408.04,4,5.4,2,5.5,Two year,Bank transfer,Fiber optic,Yes,0,0,1,0
CUST-01110,4,70.92,24.93,2,15.5,0,6.4,One year,Electronic check,DSL,Yes,0,0,0,0
CUST-01111,46,72.08,3227.57,1,-2.8,1,7.8,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-01112,17,89.47,1749.76,2,12.8,0,7.8,Month-to-month,Electronic check,DSL,No,0,1,0,0
CUST-01113,14,94.27,1287.39,1,31.1,3,3.9,One year,Electronic check,None,No,0,0,0,0
CUST-01114,22,54.86,1083.57,7,23.4,1,6.3,One year,Mailed check,DSL,Yes,0,0,1,0
CUST-01115,14,98.1,1625.79,1,9.3,0,5.8,Month-to-month,Electronic check,None,No,0,1,0,1
CUST-01116,36,81.17,3197.98,4,11.7,2,8.7,Month-to-month,Electronic check,DSL,Yes,0,0,1,0
CUST-01117,72,42.83,2971.35,1,-0.6,0,5.8,Two year,Credit card,None,No,0,0,0,0
CUST-01118,43,73.24,3202.41,2,-0.2,0,6.3,Month-to-month,Mailed check,DSL,No,0,0,0,0
CUST-01119,53,116.68,5881.92,3,-16.6,0,6.2,Month-to-month,Credit card,DSL,Yes,0,0,1,0
CUST-01120,36,124.94,4273.97,1,12.0,1,8.5,Month-to-month,Electronic check,None,Yes,0,1,1,0
CUST-01121,2,98.09,227.22,1,18.9,0,8.8,One year,Bank transfer,DSL,Yes,0,0,0,0
CUST-01122,7,44.67,320.54,4,6.9,1,8.0,One year,Electronic check,DSL,Yes,0,1,1,0
CUST-01123,20,91.74,1593.08,1,-6.0,0,9.1,Month-to-month,Electronic check,DSL,No,1,0,1,0
CUST-01124,18,101.82,1653.77,1,9.1,1,9.3,Month-to-month,Credit card,DSL,Yes,0,0,1,0
CUST-01125,61,98.32,5731.26,2,29.5,2,3.8,Two year,Credit card,Fiber optic,Yes,0,0,0,0
CUST-01126,61,99.98,6212.54,2,22.4,0,8.2,Month-to-month,Electronic check,Fiber optic,No,0,0,1,0
CUST-01127,62,88.17,4974.63,2,7.5,1,6.4,Month-to-month,Credit card,DSL,No,1,0,1,0
CUST-01128,46,75.97,3241.73,1,40.8,1,4.8,Month-to-month,Credit card,Fiber optic,Yes,0,0,0,0
CUST-01129,41,60.97,2034.03,1,51.2,1,6.5,Month-to-month,Bank transfer,DSL,Yes,0,0,1,0
CUST-01130,47,24.86,1273.18,5,0.3,0,8.4,Two year,Electronic check,Fiber optic,Yes,0,1,0,0
CUST-01131,30,87.51,2174.62,1,4.1,1,9.7,Month-to-month,Mailed check,Fiber optic,Yes,1,1,1,0
CUST-01132,49,83.21,4085.22,1,19.1,0,4.7,Month-to-month,Electronic check,None,Yes,0,0,0,0
CUST-01133,58,93.61,5839.26,2,-6.6,0,8.2,Month-to-month,Electronic check,Fiber optic,No,0,0,0,0
CUST-01134,55,40.55,2648.61,3,21.6,0,10.0,Month-to-month,Electronic check,None,No,0,0,1,0
CUST-01135,45,96.06,3871.22,2,9.6,1,10.0,Month-to-month,Credit card,DSL,Yes,0,0,0,0
CUST-01136,5,135.53,752.25,1,13.9,0,1.0,Two year,Mailed check,None,Yes,0,0,1,1
CUST-01137,53,80.2,4003.36,1,-1.2,0,10.0,Month-to-month,Electronic check,DSL,Yes,0,1,0,0
CUST-01138,27,76.27,1761.01,1,-4.6,2,8.8,Month-to-month,Electronic check,Fiber optic,Yes,0,0,0,0
CUST-01139,54,86.65,4650.73,2,-23.8,3,2.9,Month-to-month,Mailed check,Fiber optic,No,0,1,0,1
CUST-01140,39,134.91,5568.56,1,31.8,0,5.7,Two year,Credit card,None,No,0,1,0,0
CUST-01141,64,49.34,3307.67,4,23.1,1,9.4,Two year,Mailed check,DSL,Yes,0,0,0,0
CUST-01142,25,83.69,1913.46,0,18.8,2,7.7,Two year,Credit card,Fiber optic,Yes,0,0,1,0
CUST-01143,68,55.61,3957.74,4,13.6,1,6.1,Month-to-month,Credit card,None,Yes,0,0,0,0
CUST-01144,61,62.68,3262.55,2,-28.9,1,7.2,One year,Bank transfer,DSL,Yes,1,0,0,0
CUST-01145,24,76.61,1650.4,0,-4.0,1,8.1,One year,Electronic check,Fiber optic,No,1,0,1,0
CUST-01146,35,115.73,3844.58,2,3.9,1,6.1,Month-to-month,Bank transfer,Fiber optic,No,0,0,1,1
CUST-01147,39,128.43,5028.35,3,-9.3,0,6.9,One year,Bank transfer,DSL,Yes,0,0,0,0
CUST-01148,56,90.55,5020.09,2,-19.1,0,8.7,One year,Bank transfer,Fiber optic,Yes,0,1,1,0
CUST-01149,50,67.46,3337.63,1,-7.6,0,5.8,One year,Bank transfer,DSL,No,0,0,1,0
CUST-01150,62,147.8,9119.92,1,8.8,0,4.7,Month-to-month,Electronic check,Fiber optic,No,0,0,0,1
CUST-01151,27,66.03,1788.41,0,8.8,0,6.0,Month-to-month,Credit card,Fiber optic,Yes,0,0,0,0
CUST-01152,37,62.01,2429.4,1,22.5,0,5.5,One year,Bank transfer,Fiber optic,No,0,0,0,0
CUST-01153,32,28.3,942.93,2,41.0,0,6.0,Month-to-month,Credit card,None,No,0,0,1,0
CUST-01154,66,117.09,7656.85,1,19.0,0,4.0,Month-to-month,Electronic check,Fiber optic,Yes,0,1,1,0
CUST-01155,22,105.11,2412.86,1,5.2,2,7.5,One year,Bank transfer,None,No,0,0,1,0
CUST-01156,43,145.7,6471.63,3,36.8,1,8.7,Month-to-month,Bank transfer,Fiber optic,No,1,0,0,1
CUST-01157,9,39.09,212.8,2,-17.3,1,5.6,Month-to-month,Electronic check,None,Yes,0,0,0,0
CUST-01158,62,118.83,7352.61,2,-25.3,1,5.9,Month-to-month,Bank transfer,Fiber optic,No,0,0,1,0
CUST-01159,28,79.96,2529.36,0,-6.2,0,6.8,Month-to-month,Bank transfer,DSL,No,0,1,1,0
CUST-01160,25,100.57,2238.56,0,21.0,1,5.5,Month-to-month,Credit card,Fiber optic,Yes,0,1,0,1
CUST-01161,42,31.86,1789.3,3,10.7,0,8.9,One year,Electronic check,Fiber optic,No,0,0,0,0
CUST-01162,36,119.11,3953.17,2,-10.1,0,5.5,One year,Credit card,DSL,Yes,0,0,1,0
CUST-01163,62,100.02,6114.9,1,-3.6,1,6.2,Month-to-month,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-01164,39,76.91,2761.94,1,-11.9,0,5.7,One year,Bank transfer,None,No,0,1,0,0
CUST-01165,38,96.06,4197.26,0,-11.9,0,8.9,Month-to-month,Credit card,DSL,No,0,0,0,0
CUST-01166,8,56.57,326.72,3,32.8,0,6.7,Month-to-month,Electronic check,DSL,Yes,1,0,1,0
CUST-01167,2,61.78,20.0,8,5.7,0,10.0,One year,Electronic check,Fiber optic,No,1,0,1,0
CUST-01168,29,65.02,1792.89,2,36.3,0,7.7,Two year,Electronic check,None,Yes,0,0,0,0
CUST-01169,72,26.12,1904.54,1,-6.2,0,9.2,Month-to-month,Bank transfer,DSL,Yes,1,1,0,0
CUST-01170,67,102.13,6760.6,2,15.9,0,6.5,One year,Bank transfer,None,No,1,1,0,0
CUST-01171,46,111.36,5089.34,1,11.6,2,5.4,Month-to-month,Mailed check,Fiber optic,No,0,1,1,0
CUST-01172,46,58.36,1802.26,2,22.1,0,7.0,One year,Electronic check,Fiber optic,No,1,0,0,0
CUST-01173,29,87.75,2559.04,2,12.1,2,5.9,One year,Mailed check,DSL,No,0,0,0,0
CUST-01174,13,70.56,921.73,1,23.8,0,3.5,Month-to-month,Mailed check,DSL,No,0,1,0,0
CUST-01175,1,87.19,346.83,5,16.9,1,8.9,Two year,Electronic check,Fiber optic,Yes,0,0,1,0
CUST-01176,25,60.43,1838.02,5,-9.5,0,7.2,One year,Credit card,DSL,No,0,0,0,0
CUST-01177,23,53.26,1178.05,1,19.7,0,5.8,Two year,Mailed check,Fiber optic,No,0,1,0,0
CUST-01178,14,107.46,1708.5,2,6.4,1,7.8,Month-to-month,Electronic check,DSL,No,0,0,0,0
CUST-01179,19,76.21,1172.6,1,-4.4,0,7.2,Two year,Bank transfer,DSL,No,0,0,0,0
CUST-01180,2,134.62,461.08,2,19.1,0,9.6,Two year,Credit card,DSL,Yes,0,0,0,1
